"ELEMENT_ID","ELEMENT","FIRST_SOURCED_FROM","ELEMENT_TYPE","ACTIVE_FLAG","ELEMENT_COMMENT","IS_BEAMLINE_ELEMENT_FLAG","AREA","KEYWORD","ENGINEERING_NAME","NONMAD_SUML_M","NONMAD_SOLID_EDGE_XCOOR_M","PRIMARY","SLC_MICRO_NAME","IOC_LOC","UNIT","CREATED_BY","DATE_CREATED","UPDATED_BY","DATE_UPDATED","BEAMLINE_ID","DRAW_ID","INSTALLED_FLAG","NONMAD_LTU_SUML_M","NONMAD_LTU_SOLID_EDGE_XCOOR_M","SECTION_ID","OBSTRUCTION_CHK","SECTOR","SECTOR_LOCATION","OPS_STATUS_ID","OPS_STATUS_DATE","UNDULATOR_CELL","AREA2"
2506,"SLOT_U21","CABLES","NONMAD","A","#NONMAD ELEMENT NAME CHANGED FROM ""SLOT U21"" ON 09-OCT-2013 10:37:42#","N","UND","","",,,"","","","","RAGO",01/16/2009 10:49:19,"LCLS_INFRASTRUCTURE",07/02/2019 17:54:32,11,,"N",,,,"N","UND S7","UH",,,"",""
2507,"SLOT_U22","CABLES","NONMAD","A","#NONMAD ELEMENT NAME CHANGED FROM ""SLOT U22"" ON 09-OCT-2013 10:37:46#","N","UND","","",,,"","","","","RAGO",01/16/2009 10:49:52,"LCLS_INFRASTRUCTURE",07/02/2019 17:54:32,11,,"N",,,,"N","UND S8","UH",,,"",""
2508,"SLOT_U15","CABLES","NONMAD","A","#NONMAD ELEMENT NAME CHANGED FROM ""SLOT U15"" ON 09-OCT-2013 10:37:41#","N","UND","","",,,"","","","","RAGO",01/16/2009 11:06:03,"LCLS_INFRASTRUCTURE",07/02/2019 17:54:32,11,,"N",,,,"N","UND S5","UH",,,"",""
3277,"VGCP:FEE1:231","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/11/2011 15:52:39,"",,6,545800,"N",,725.77,,"N","","",,,"",""
3273,"VVPR:FEE1:221","CABLES","NONMAD","A","","Y","","","ROUGHING VALVE",,,"VVPR","","FEE1","221","MCARRA01",11/11/2011 14:57:13,"MCARRA01",01/31/2012 15:38:45,6,545800,"N",,725.387,,"N","","",,,"",""
3278,"VVPR:FEE1:231","CABLES","NONMAD","A","","Y","","","ROUGHING VALVE",,,"VVPR","","FEE1","231","MCARRA01",11/11/2011 16:04:54,"MCARRA01",01/31/2012 15:39:13,6,545800,"N",,725.77,,"N","","",,,"",""
3281,"VVPG:FEE1:231","CABLES","NONMAD","A","","Y","","","GATE VALVE",,,"","","","","MCARRA01",11/14/2011 09:35:57,"",,6,545924,"N",,725.779,,"N","","",,,"",""
3282,"PMT:FEE1:241","CABLES","NONMAD","A","","Y","","","PHOTOMULTIPLIER TUBE",,,"","","","","MCARRA01",11/14/2011 09:48:50,"",,6,545810,"N",,725.9,,"N","","",,,"",""
3283,"PMT:FEE1:242","CABLES","NONMAD","A","","Y","","","PHOTOMULTIPLIER TUBE",,,"","","","","MCARRA01",11/14/2011 09:54:41,"",,6,545810,"N",,725.9,,"N","","",,,"",""
3290,"VGCP:FEE1:251","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/15/2011 09:11:24,"",,6,545800,"N",,726.1,,"N","","",,,"",""
3292,"VVTV:FEE1:251","CABLES","NONMAD","A","","Y","","","TURBO VENT VALVE",,,"","","","","MCARRA01",11/15/2011 10:43:04,"",,6,545800,"N",,726.1,,"N","","",,,"",""
3295,"VGBA:FEE1:311","CABLES","NONMAD","A","","Y","","","BARATRON GAUGE",,,"","","","","MCARRA01",11/15/2011 14:32:09,"",,6,545802,"N",,729.296,,"N","","",,,"",""
3300,"VVFV:FEE1:311","CABLES","NONMAD","A","","Y","","","N2 FLOW CUT-OFF VALVE",,,"","","","","MCARRA01",11/15/2011 15:20:16,"",,6,545802,"N",,729.296,,"N","","",,,"",""
3303,"VVPG:FEE1:311","CABLES","NONMAD","A","","Y","","","GATE VALVE",,,"","","","","MCARRA01",11/15/2011 16:12:48,"",,6,545802,"N",,729.296,,"N","","",,,"",""
3305,"VGCP:FEE1:342","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/17/2011 14:52:12,"",,6,545800,"N",,731.963,,"N","","",,,"",""
3306,"VVPR:FEE1:341","CABLES","NONMAD","A","","Y","","","ROUGHING VALVE",,,"VVPR","","FEE1","341","MCARRA01",11/17/2011 14:55:50,"MCARRA01",01/31/2012 15:34:00,6,545800,"N",,731.963,,"N","","",,,"",""
3320,"VGCP:FEE1:371","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/18/2011 09:38:30,"",,6,545800,"N",,732.737,,"N","","",,,"",""
3321,"VVPR:FEE1:371","CABLES","NONMAD","A","","Y","","","ROUGHING VALVE",,,"VVPR","","FEE1","371","MCARRA01",11/18/2011 09:54:27,"MCARRA01",01/31/2012 15:38:17,6,545800,"N",,732.737,,"N","","",,,"",""
3323,"VVTV:FEE1:371","CABLES","NONMAD","A","","Y","","","TURBO VENT VALVE",,,"","","","","MCARRA01",11/18/2011 10:07:45,"",,6,545800,"N",,732.737,,"N","","",,,"",""
3324,"VVPG:FEE1:371","CABLES","NONMAD","A","","Y","","","GATE VALVE",,,"","","","","MCARRA01",11/18/2011 10:13:39,"",,6,545924,"N",,732.737,,"N","","",,,"",""
3326,"VGCP:FEE1:381","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/18/2011 10:24:27,"",,6,545800,"N",,733.067,,"N","","",,,"",""
3327,"VVPR:FEE1:381","CABLES","NONMAD","A","","Y","","","ROUGHING VALVE",,,"VVPR","","FEE1","381","MCARRA01",11/18/2011 10:28:17,"MCARRA01",01/31/2012 15:40:49,6,545800,"N",,733.067,,"N","","",,,"",""
3350,"LVDT:FEE1:241","CABLES","NONMAD","A","","Y","","","TRANSDUCER",,,"LVDT","","FEE1","241","MCARRA01",01/31/2012 15:52:39,"",,6,545800,"Y",,,,"N","","",,,"",""
3293,"VGCP:FEE1:252","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/15/2011 13:43:31,"",,6,545800,"N",,726.1,,"N","","",,,"",""
3261,"LVDT:FEE1:151","CABLES","NONMAD","A","","Y","","","TRANSDUCER",,,"LVDT","","FEE1","151","MCARRA01",11/10/2011 14:56:58,"MCARRA01",01/11/2012 10:15:58,6,546392,"Y",,724,,"N","","",,,"",""
3263,"LVDT:FEE1:152","CABLES","NONMAD","A","","Y","","","TRANSDUCER",,,"LVDT","","FEE1","152","MCARRA01",11/10/2011 15:43:07,"MCARRA01",01/31/2012 15:42:40,6,546392,"Y",,724.102,,"N","","",,,"",""
3298,"VGCP:FEE1:262","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/15/2011 14:56:38,"",,6,545800,"N",,726.59,,"N","","",,,"",""
3299,"VVPG:FEE1:261","CABLES","NONMAD","A","","Y","","","GATE VALVE",,,"","","","","MCARRA01",11/15/2011 15:15:25,"",,6,545800,"N",,726.59,,"N","","",,,"",""
3313,"VVPG:FEE1:351","CABLES","NONMAD","A","","Y","","","GATE VALVE",,,"","","","","MCARRA01",11/18/2011 08:29:13,"",,6,545800,"N",,731.973,,"N","","",,,"",""
3325,"VGCC:FEE1:381","CABLES","NONMAD","A","","Y","","","COLD CATHODE",,,"","","","","MCARRA01",11/18/2011 10:17:39,"",,6,545800,"N",,733.067,,"N","","",,,"",""
3329,"STEP:FEE1:421","CABLES","NONMAD","A","","Y","","","",,,"STEP","","FEE1","421","MCARRA01",11/18/2011 10:52:56,"MCARRA01",03/06/2012 11:07:58,6,545934,"Y",,734.438,,"N","FEE","HOUSING",,,"",""
3262,"SLIT:FEE1:152","CABLES","NONMAD","A","","Y","","","STEPPER MOTOR",,,"SLIT","","FEE1","152","MCARRA01",11/10/2011 15:28:54,"MCARRA01",03/06/2012 11:07:04,6,546392,"N",,724.102,,"N","FEE","HOUSING",,,"",""
3268,"LVDT:FEE1:154","CABLES","NONMAD","A","","Y","","","TRANSDUCER",,,"LVDT","","FEE1","154","MCARRA01",11/11/2011 11:33:28,"MCARRA01",01/31/2012 15:43:24,6,546392,"Y",,724.458,,"N","","",,,"",""
3265,"SLIT:FEE1:153","CABLES","NONMAD","A","","Y","","","STEPPER MOTOR",,,"SLIT","","FEE1","153","MCARRA01",11/10/2011 16:21:20,"MCARRA01",03/06/2012 11:07:31,6,546392,"N",,724.356,,"N","FEE","HOUSING",,,"",""
3267,"SLIT:FEE1:154","CABLES","NONMAD","A","","Y","","","STEPPER MOTOR",,,"SLIT","","FEE1","154","MCARRA01",11/11/2011 11:25:12,"MCARRA01",03/06/2012 11:08:12,6,546392,"N",,724.458,,"N","FEE","HOUSING",,,"",""
3274,"VVTV:FEE1:221","CABLES","NONMAD","A","","Y","","","TURBO VENT VALVE",,,"","","","","MCARRA01",11/11/2011 15:04:05,"",,6,545800,"N",,725.387,,"N","","",,,"",""
3276,"VGCC:FEE1:231","CABLES","NONMAD","A","","Y","","","COLD CATHODE",,,"","","","","MCARRA01",11/11/2011 15:44:41,"",,6,545800,"N",,725.77,,"N","","",,,"",""
3279,"VVTV:FEE1:231","CABLES","NONMAD","A","","Y","","","TURBO VENT VALVE",,,"","","","","MCARRA01",11/14/2011 09:02:59,"",,6,545800,"N",,725.777,,"N","","",,,"",""
3286,"VFC:FEE1:E202","CABLES","NONMAD","A","","Y","","","VACUUM FLOW CONTROLLER",,,"","","","","MCARRA01",11/14/2011 10:22:52,"",,6,545810,"N",,725.9,,"N","","",,,"",""
3287,"VVPC:FEE1:241","CABLES","NONMAD","A","","Y","","","N2 FLOW CUT-OFF VALVE",,,"","","","","MCARRA01",11/14/2011 10:30:11,"",,6,545810,"N",,725.9,,"N","","",,,"",""
3289,"VGCC:FEE1:251","CABLES","NONMAD","A","","Y","","","COLD CATHODE",,,"","","","","MCARRA01",11/15/2011 08:51:48,"",,6,545800,"N",,726.1,,"N","","",,,"",""
3291,"VVPR:FEE1:251","CABLES","NONMAD","A","#NONMAD ELEMENT NAME CHANGED FROM ""251"" ON 15-NOV-2011 09:37:34#","Y","","","ROUGHING VALVE",,,"VVPR","","FEE1","251","MCARRA01",11/15/2011 09:36:50,"MCARRA01",01/31/2012 15:39:33,6,545800,"N",,726.108,,"N","","",,,"",""
3304,"VGCP:FEE1:341","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/15/2011 16:18:45,"",,6,545800,"N",,731.963,,"N","","",,,"",""
3308,"VGCC:FEE1:351","CABLES","NONMAD","A","","Y","","","COLD CATHODE",,,"","","","","MCARRA01",11/17/2011 15:10:25,"",,6,545800,"N",,731.973,,"N","","",,,"",""
3310,"VVPR:FEE1:351","CABLES","NONMAD","A","","Y","","","ROUGHING VALVE",,,"VVPR","","FEE1","351","MCARRA01",11/17/2011 15:25:58,"MCARRA01",01/31/2012 15:40:13,6,545800,"N",,731.973,,"N","","",,,"",""
3311,"VGCP:FEE1:352","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/17/2011 16:43:36,"",,6,545800,"N",,731.973,,"N","","",,,"",""
3322,"VGCP:FEE1:372","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/18/2011 10:01:11,"",,6,545800,"N",,732.737,,"N","","",,,"",""
3257,"VGCC:FEE1:221","CABLES","NONMAD","A","","Y","","","COLD CATHODE",,,"VGCC","","FEE1:","221","JAB",11/09/2011 14:30:56,"MCARRA01",12/14/2011 15:09:47,6,545800,"N",,724.89,,"N","","",,,"",""
3266,"LVDT:FEE1:153","CABLES","NONMAD","A","","Y","","","TRANSDUCER",,,"LVDT","","FEE1","153","MCARRA01",11/11/2011 10:51:36,"MCARRA01",01/31/2012 15:43:04,6,546392,"Y",,724.356,,"N","","",,,"",""
3271,"VGCP:FEE1:221","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/11/2011 13:41:42,"MCARRA01",12/06/2011 10:03:48,6,545800,"N",,724.89,,"N","","",,,"",""
3272,"VVPG:FEE1:221","CABLES","NONMAD","A","","Y","","","GATE VALVE",,,"","","","","MCARRA01",11/11/2011 13:58:17,"MCARRA01",11/11/2011 15:13:20,6,545924,"N",,724.89,,"N","","",,,"",""
3275,"VGCP:FEE1:222","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/11/2011 15:29:58,"",,6,545800,"N",,725.448,,"N","","",,,"",""
3284,"VGBA:FEE1:240","CABLES","NONMAD","A","","Y","","","BARATRON GAUGE",,,"","","","","MCARRA01",11/14/2011 10:06:40,"",,6,545810,"N",,725.9,,"N","","",,,"",""
3285,"VVFV:FEE1:240","CABLES","NONMAD","A","","Y","","","PROPORTIONAL FLOW VALVE",,,"","","","","MCARRA01",11/14/2011 10:16:33,"",,6,545810,"N",,725.9,,"N","","",,,"",""
3288,"VVPG:FEE1:241","CABLES","NONMAD","A","","Y","","","GATE VALVE",,,"","","","","MCARRA01",11/15/2011 08:46:41,"",,6,545810,"N",,725.9,,"N","","",,,"",""
3294,"VGCP:FEE1:311","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/15/2011 14:27:41,"",,6,545802,"N",,729.296,,"N","","",,,"",""
3296,"VGCP:FEE1:261","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/15/2011 14:38:18,"",,6,545800,"N",,726.59,,"N","","",,,"",""
3297,"VVPR:FEE1:261","CABLES","NONMAD","A","","Y","","","ROUGHING VALVE",,,"VVPR","","FEE1","261","MCARRA01",11/15/2011 14:45:29,"MCARRA01",01/31/2012 15:39:53,6,545800,"N",,726.59,,"N","","",,,"",""
3301,"VGPR:FEE1:311","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/15/2011 15:30:18,"",,6,545802,"N",,729.296,,"N","","",,,"",""
3302,"VVPC:FEE1:311","CABLES","NONMAD","A","","Y","","","N2 FLOW CUT-OFF VALVE",,,"","","","","MCARRA01",11/15/2011 15:41:05,"",,6,545802,"N",,729.296,,"N","","",,,"",""
3307,"VVPG:FEE1:341","CABLES","NONMAD","A","","Y","","","GATE VALVE",,,"","","","","MCARRA01",11/17/2011 15:05:45,"",,6,545800,"N",,731.963,,"N","","",,,"",""
3312,"VVTV:FEE1:351","CABLES","NONMAD","A","","Y","","","TURBO VENT VALVE",,,"","","","","MCARRA01",11/17/2011 16:49:00,"",,6,545800,"N",,731.973,,"N","","",,,"",""
3314,"VVBA:FEE1:360","CABLES","NONMAD","A","","Y","","","BARATRON GAUGE",,,"","","","","MCARRA01",11/18/2011 08:36:50,"",,6,545810,"N",,732.394,,"N","","",,,"",""
3315,"VVFV:FEE1:360","CABLES","NONMAD","A","","Y","","","PROPORTIONAL FLOW VALVE",,,"","","","","MCARRA01",11/18/2011 08:45:47,"",,6,545810,"N",,732.394,,"N","","",,,"",""
3316,"VFC:FEE1:E207","CABLES","NONMAD","A","#NONMAD ELEMENT NAME CHANGED FROM ""VFC:FEE1:E2-7"" ON 18-NOV-2011 08:58:16#","Y","","","VACUUM FLOW CONTROLLER",,,"","","","","MCARRA01",11/18/2011 08:54:36,"MCARRA01",11/18/2011 08:58:16,6,545810,"N",,732.394,,"N","","",,,"",""
3317,"VVPC:FEE1:361","CABLES","NONMAD","A","","N","","","N2 FLOW CUT-OFF VALVE",,,"","","","","MCARRA01",11/18/2011 09:03:43,"",,6,545810,"N",,732.394,,"N","","",,,"",""
3318,"VVPG:FEE1:361","CABLES","NONMAD","A","","Y","","","GATE VALVE",,,"","","","","MCARRA01",11/18/2011 09:08:06,"",,6,545810,"N",,732.394,,"N","","",,,"",""
3328,"VGCP:FEE1:382","CABLES","NONMAD","A","","Y","","","PIRANI",,,"","","","","MCARRA01",11/18/2011 10:39:36,"",,6,545800,"N",,733.067,,"N","","",,,"",""
3349,"VVPM:FEE1:362","CABLES","NONMAD","A","","N","","","FLOW METER",,,"VVPM","","FEE1","362","MCARRA01",01/31/2012 14:20:13,"",,6,545800,"N",,,,"N","","",,,"",""
9209,"VGCC_UND_PEPX1","CABLES","NONMAD","A","","","UNDS","","",,,"VGCC","","UNDS","4996","POONAM",09/17/2021 12:50:11,"",,11,,"N",,,,"N","","",,,"",""
9210,"VGPR_UND_PEPX1","CABLES","NONMAD","A","","","UNDS","","",,,"VGPR","","UNDS","4996","POONAM",09/17/2021 12:50:11,"",,11,,"N",,,,"N","","",,,"",""
9211,"VPPEPX1","CABLES","NONMAD","A","#NONMAD ELEMENT NAME CHANGED FROM ""VPPEPX1_OLD"" ON 15-SEP-2022 21:49:59##NONMAD ELEMENT NAME CHANGED FROM ""VPPEPX1"" ON 15-SEP-2022 19:59:35##NONMAD ELEMENT NAME CHANGED FROM ""VPPEPX1_OLD"" ON 13-JAN-20","N","UNDS","","",,,"VPIO","","UNDS","5018","POONAM",09/17/2021 12:50:11,"ACHAN",09/15/2022 21:49:59,11,,"N",,,,"N","","",,,"",""
9212,"VGCC_UND_PEPX2","CABLES","NONMAD","A","","","UNDS","","",,,"VGCC","","UNDS","5030","POONAM",09/17/2021 12:50:11,"",,11,,"N",,,,"N","","",,,"",""
9213,"VGPR_UND_PEPX2","CABLES","NONMAD","A","","","UNDS","","",,,"VGPR","","UNDS","5030","POONAM",09/17/2021 12:50:11,"",,11,,"N",,,,"N","","",,,"",""
9214,"VGCC_UND_PEPX3","CABLES","NONMAD","A","","","UNDS","","",,,"VGCC","","UNDS","5076","POONAM",09/17/2021 12:50:11,"",,11,,"N",,,,"N","","",,,"",""
9215,"VGPR_UND_PEPX3","CABLES","NONMAD","A","","","UNDS","","",,,"VGPR","","UNDS","5076","POONAM",09/17/2021 12:50:11,"",,11,,"N",,,,"N","","",,,"",""
9216,"VPPEPX2","CABLES","NONMAD","A","#NONMAD ELEMENT NAME CHANGED FROM ""VPPEPX2_OLD"" ON 15-SEP-2022 21:50:21##NONMAD ELEMENT NAME CHANGED FROM ""VPPEPX2"" ON 15-SEP-2022 19:59:58##NONMAD ELEMENT NAME CHANGED FROM ""VPPEPX2_OLD"" ON 13-JAN-20","N","UNDS","","",,,"VPIO","","UNDS","5078","POONAM",09/17/2021 12:50:11,"ACHAN",09/15/2022 21:50:21,11,,"N",,,,"N","","",,,"",""
9080,"PBLMBSY10","CABLES","NONMAD","A","","","BSYH","","",,3119.628,"PBLM","","BSY0","483","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9081,"PBLMBSY20","CABLES","NONMAD","A","","","BSYH","","",,3126.3336,"PBLM","","BSY0","515","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9082,"PBLMBSY30","CABLES","NONMAD","A","","","BSYH","","",,3166.5672,"PBLM","","BSY0","714","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9083,"PBLMBSY40","CABLES","NONMAD","A","","","BSYH","","",,3182.112,"PBLM","","BSY0","800","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9084,"PBLMBSY50","CABLES","NONMAD","A","","","BSYH","","",,3186.0744,"PBLM","","BSY0","860","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9085,"PBLMBSY60","CABLES","NONMAD","A","","","BSYH","","",,3192.78,"PBLM","","BSY0","847","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9086,"PBLMBSY70","CABLES","NONMAD","A","","","BSYH","","",,3194.304,"PBLM","","BSY0","854","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9087,"PBLMBSY80","CABLES","NONMAD","A","","","BSYH","","",,3184.8552,"PBLM","","BSY0","880","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9088,"PBLMBSY90","CABLES","NONMAD","A","","","BSYH","","",,3205.5816,"PBLM","","BSY0","905","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9089,"PBLMBSY100","CABLES","NONMAD","A","","","BSYH","","",,3206.1912,"PBLM","","BSY0","909","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9090,"PBLMLTU10","CABLES","NONMAD","A","","","LTUH","","",,3244.596,"PBLM","","LTU0","168","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9091,"PBLMLTU20","CABLES","NONMAD","A","","","LTUH","","",,3263.4936,"PBLM","","LTU0","226","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9092,"PBLMLTU30","CABLES","NONMAD","A","","","LTUH","","",,3283.9152,"PBLM","","LTU0","280","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9093,"PBLMLTU40","CABLES","NONMAD","A","","","LTUH","","",,3302.2032,"PBLM","","LTU0","340","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9094,"PBLMLTU50","CABLES","NONMAD","A","","","LTUH","","",,3317.748,"PBLM","","LTU0","371","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9095,"PBLMLTU60","CABLES","NONMAD","A","","","LTUH","","",,3339.3888,"PBLM","","LTU0","447","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9096,"PBLMLTU70","CABLES","NONMAD","A","","","LTUH","","",,3361.0296,"PBLM","","LTU0","491","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9097,"PBLMLTU80","CABLES","NONMAD","A","","","LTUH","","",,3380.232,"PBLM","","LTU0","557","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9098,"PBLMLTU90","CABLES","NONMAD","A","","","LTUH","","",,3400.6536,"PBLM","","LTU0","618","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9099,"PBLMLTU100","CABLES","NONMAD","A","","","LTUH","","",,3426.2568,"PBLM","","LTU0","771","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9100,"PBLMLTU110","CABLES","NONMAD","A","","","LTUH","","",,3445.4592,"PBLM","","LTU0","728","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9101,"PBLMLTU120","CABLES","NONMAD","A","","","LTUH","","",,3466.1856,"PBLM","","LTU0","739","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9102,"PBLMLTU130","CABLES","NONMAD","A","","","LTUH","","",,3485.388,"PBLM","","LTU0","747","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9103,"PBLMLTU140","CABLES","NONMAD","A","","","LTUH","","",,3501.8472,"PBLM","","LTU0","758","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9104,"PBLMLTU150","CABLES","NONMAD","A","","","LTUH","","",,3525.9264,"PBLM","","LTU0","778","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9105,"PBLMLTU160","CABLES","NONMAD","A","","","LTUH","","",,3545.1288,"PBLM","","LTU0","845","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9106,"PBLMUND10","CABLES","NONMAD","A","","N","UNDH","","",,3641.7504,"PBLM","","UND0","3250","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"LUCHINI",01/31/2022 12:47:07,11,,"N",,,,"N","","",,,"HXR 32",""
9107,"PBLMDMP10","CABLES","NONMAD","A","","","DMPHH","","",,3727.704,"PBLM","","DMPH","354","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9108,"PBLMDMP20","CABLES","NONMAD","A","","","DMPH","","",,3735.0192,"PBLM","","DMP0","396","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9109,"PBLMDMP30","CABLES","NONMAD","A","","","DMPH","","",,3740.8104,"PBLM","","DMP0","422","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9110,"PBLMDMP40","CABLES","NONMAD","A","","","DMPH","","",,3752.3928,"PBLM","","DMPH","559","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9111,"PBLMDMP50","CABLES","NONMAD","A","","","DMPS","","",,3752.3928,"PBLM","","DMPS","559","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9112,"PBLMDMP60","CABLES","NONMAD","A","","","DMPS","","",,3754.5264,"PBLM","","DMPS","605","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9113,"PBLMDMP70","CABLES","NONMAD","A","","","DMPH","","",,3763.9752,"PBLM","","DMPH","698","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
9114,"PBLMDMP80","CABLES","NONMAD","A","","","DMPS","","",,3763.9752,"PBLM","","DMPS","698","LCLS_INFRASTRUCTURE",09/14/2021 16:38:14,"",,11,,"N",,,,"N","","",,,"",""
